#EEP,M/Mo,LogTeff,LogG,LogL/Lo,Gaia_G,Gaia_BP,Gaia_RP
2,0.112828,3.5345,5.3225,-2.7407,12.1904,13.3714,11.1693
3,0.122946,3.5394,5.2783,-2.6398,11.9113,13.0515,10.9053
4,0.136266,3.5452,5.2292,-2.5227,11.5876,12.6828,10.5992
5,0.159854,3.5547,5.1735,-2.3598,11.1318,12.1597,10.1711
6,0.199705,3.5679,5.1216,-2.1585,10.5666,11.5128,9.6426
7,0.258082,3.5799,5.0675,-1.9449,9.9828,10.8651,9.0902
8,0.299858,3.5863,5.0356,-1.8221,9.6513,10.5028,8.7749
9,0.311983,3.5881,5.0231,-1.7856,9.5539,10.3973,8.6818
10,0.317155,3.5887,5.0159,-1.7686,9.5088,10.3488,8.6384
11,0.321469,3.5892,5.0097,-1.7541,9.4708,10.308,8.6018
12,0.324965,3.5897,5.0042,-1.7421,9.439,10.274,8.5713
13,0.328308,3.5901,4.9986,-1.7304,9.4082,10.2412,8.5416
14,0.332214,3.5907,4.9927,-1.7172,9.3737,10.2042,8.5084
15,0.336345,3.5911,4.9869,-1.7041,9.339,10.1676,8.475
16,0.36027,3.5954,4.962,-1.6335,9.1436,9.9495,8.2917
17,0.415019,3.6062,4.9092,-1.4747,8.7118,9.4727,7.8858
18,0.428409,3.6098,4.894,-1.4313,8.5917,9.3379,7.7745
19,0.434462,3.6119,4.8858,-1.4089,8.5281,9.2652,7.7163
20,0.4446,3.6152,4.8735,-1.3735,8.4289,9.1525,7.6252
21,0.45827,3.6199,4.8572,-1.325,8.2927,8.9971,7.5007
22,0.475933,3.627,4.8369,-1.2598,8.1079,8.7838,7.3343
23,0.492491,3.6345,4.819,-1.1972,7.9278,8.5735,7.1742
24,0.506185,3.6412,4.8061,-1.1456,7.7778,8.3965,7.0425
25,0.517352,3.6472,4.7972,-1.1033,7.6523,8.2466,6.9337
26,0.526711,3.6526,4.7909,-1.0677,7.5454,8.1183,6.842
27,0.534671,3.6573,4.7861,-1.0376,7.4549,8.0096,6.7648
28,0.541737,3.6616,4.7825,-1.0108,7.3747,7.9134,6.6966
29,0.549372,3.6664,4.7789,-0.9821,7.2895,7.8117,6.6239
30,0.559704,3.6727,4.7742,-0.9441,7.1767,7.6782,6.5272
31,0.574833,3.6821,4.7681,-0.889,7.0136,7.4859,6.3872
32,0.596393,3.6953,4.7601,-0.812,6.7898,7.224,6.1948
33,0.624746,3.7116,4.7484,-0.7149,6.5157,6.9082,5.9566
34,0.661285,3.7316,4.7321,-0.5933,6.1852,6.5341,5.6652
35,0.886598,3.8163,4.5865,0.0185,4.6522,4.8494,4.2946
36,0.894388,3.818,4.58,0.035,4.6123,4.8075,4.2581
37,0.914971,3.8241,4.5661,0.0832,4.4948,4.6809,4.1527
38,0.935333,3.8302,4.5534,0.1294,4.3821,4.5596,4.0519
39,0.956404,3.8364,4.5414,0.1762,4.2684,4.437,3.9506
40,0.978083,3.8428,4.5296,0.2236,4.1528,4.3127,3.8481
41,1.002447,3.8502,4.5178,0.2755,4.0262,4.1762,3.7365
42,1.031624,3.8592,4.5052,0.3364,3.8769,4.0152,3.6055
43,1.058374,3.8678,4.4959,0.3912,3.7434,3.8706,3.4901
44,1.081498,3.8757,4.4907,0.4375,3.6312,3.7484,3.3946
45,1.101425,3.8831,4.4887,0.4767,3.5372,3.6449,3.317
46,1.107182,3.8866,4.4914,0.4912,3.5023,3.6057,3.2904
47,1.124241,3.8933,4.4923,0.5239,3.4247,3.5196,3.2272
48,1.140008,3.8996,4.4936,0.554,3.3534,3.441,3.1693
49,1.154808,3.9056,4.4949,0.5819,3.2873,3.368,3.1157
50,1.168977,3.9112,4.4961,0.6084,3.2256,3.2995,3.0662
51,1.182651,3.9165,4.4971,0.6337,3.1678,3.2352,3.0202
52,1.191808,3.92,4.4978,0.6505,3.1302,3.1933,2.9906
53,1.20082,3.9234,4.4983,0.6669,3.0944,3.1534,2.9626
54,1.209651,3.9268,4.4988,0.6829,3.0602,3.1152,2.9358
55,1.21831,3.93,4.4991,0.6985,3.0273,3.0785,2.9101
56,1.226852,3.9331,4.4994,0.7138,2.9954,3.043,2.885
57,1.235321,3.9362,4.4997,0.729,2.9643,3.0085,2.8605
58,1.243749,3.9393,4.4998,0.744,2.9339,2.9747,2.8363
59,1.252122,3.9423,4.4999,0.7588,2.9042,2.9419,2.8128
60,1.260384,3.9453,4.4998,0.7734,2.8755,2.9101,2.79
61,1.268492,3.948,4.4998,0.7876,2.8477,2.8794,2.7678
62,1.276129,3.9508,4.4997,0.8011,2.8218,2.8509,2.7469
63,1.283326,3.9533,4.4996,0.8139,2.7975,2.8243,2.7273
64,1.290295,3.9558,4.4993,0.8263,2.7742,2.7986,2.7082
65,1.297379,3.9583,4.4991,0.8388,2.7507,2.7729,2.6891
66,1.305161,3.9609,4.4987,0.8522,2.7255,2.7453,2.6683
67,1.337047,3.9695,4.4917,0.9041,2.6244,2.6366,2.5817
68,1.341498,3.971,4.4906,0.9125,2.6085,2.6196,2.5681
69,1.346846,3.9727,4.4896,0.9222,2.5908,2.6005,2.5529
70,1.388257,3.9814,4.471,0.9875,2.4624,2.4657,2.4358
71,1.40254,3.9849,4.4665,1.0104,2.4192,2.4201,2.3973
72,1.471886,4.0045,4.4506,1.1263,2.2146,2.2023,2.2154
73,1.473128,4.004,4.4463,1.1289,2.2055,2.1934,2.2058
74,1.480103,4.0053,4.4416,1.1407,2.182,2.1691,2.1838
75,1.49154,4.0076,4.4365,1.1581,2.1489,2.1347,2.153
76,1.598441,4.0277,4.3728,1.3329,1.8127,1.7873,1.8343
77,1.613426,4.0291,4.3586,1.3573,1.7595,1.7334,1.7825
78,1.617298,4.0283,4.3503,1.3628,1.7406,1.7148,1.763
79,1.624324,4.0283,4.3408,1.3741,1.7122,1.6863,1.7346
80,1.630457,4.028,4.3312,1.3845,1.6848,1.659,1.7072
81,1.636068,4.0276,4.3211,1.3944,1.6577,1.6321,1.6799
82,1.639426,4.0273,4.3148,1.4004,1.6412,1.6157,1.6632
83,1.642779,4.0269,4.3084,1.4064,1.6244,1.5991,1.6462
84,1.646158,4.0266,4.3017,1.4123,1.6074,1.5822,1.629
85,1.649601,4.0262,4.2949,1.4184,1.59,1.5651,1.6114
86,1.653153,4.0257,4.288,1.4246,1.5722,1.5476,1.5933
87,1.65682,4.0253,4.2807,1.431,1.5539,1.5295,1.5747
88,1.660619,4.0248,4.2732,1.4375,1.5349,1.5106,1.5554
89,1.664503,4.0243,4.2653,1.4443,1.5153,1.4913,1.5354
90,1.668377,4.0237,4.2573,1.451,1.4954,1.4717,1.5151
91,1.672237,4.023,4.249,1.4577,1.4752,1.4518,1.4945
92,1.676081,4.0224,4.2405,1.4644,1.4548,1.4318,1.4737
93,1.679887,4.0216,4.2319,1.4711,1.4342,1.4115,1.4526
94,1.683662,4.0208,4.223,1.4778,1.4133,1.391,1.4312
95,1.687433,4.0199,4.2139,1.4845,1.3921,1.3702,1.4094
96,1.691191,4.019,4.2046,1.4912,1.3706,1.3493,1.3874
97,1.694938,4.0181,4.195,1.4979,1.3489,1.328,1.365
98,1.698662,4.0171,4.1853,1.5046,1.3271,1.3067,1.3425
99,1.702367,4.0161,4.1755,1.5114,1.3051,1.2852,1.3198
100,1.706055,4.015,4.1655,1.5181,1.2829,1.2634,1.297
101,1.709691,4.014,4.1555,1.5248,1.2605,1.2416,1.274
102,1.713296,4.0129,4.1453,1.5315,1.2381,1.2196,1.2507
103,1.716915,4.0119,4.1353,1.5384,1.2157,1.1977,1.2278
104,1.720477,4.0109,4.1253,1.5452,1.1934,1.1759,1.2049
105,1.723964,4.01,4.1157,1.5522,1.1716,1.1545,1.1825
106,1.727362,4.0093,4.1069,1.5591,1.1505,1.1337,1.1611
107,1.730649,4.0089,4.099,1.5662,1.1308,1.114,1.1412
108,1.73375,4.009,4.0932,1.5733,1.1136,1.0968,1.1242
109,1.736553,4.0097,4.0899,1.5802,1.0998,1.0825,1.1111
110,1.738882,4.0113,4.0899,1.5868,1.0908,1.0727,1.1034
111,1.7407,4.0135,4.0932,1.5928,1.0867,1.0675,1.1012
112,1.7409,4.0138,4.0939,1.5935,1.0866,1.0671,1.1012
113,1.7411,4.0142,4.0948,1.5943,1.0865,1.067,1.1015
114,1.7413,4.0146,4.0955,1.5951,1.0865,1.0666,1.1018
115,1.7415,4.015,4.0963,1.5959,1.0864,1.0664,1.1019
116,1.741698,4.0154,4.0972,1.5967,1.0864,1.0662,1.1023
117,1.741898,4.0159,4.0983,1.5976,1.0867,1.0663,1.1029
118,1.742096,4.0163,4.0994,1.5985,1.087,1.0662,1.1035
119,1.742294,4.0168,4.1005,1.5993,1.0872,1.0662,1.1041
120,1.742492,4.0174,4.1019,1.6003,1.0877,1.0665,1.1051
121,1.74269,4.018,4.1033,1.6013,1.0883,1.0668,1.1061
122,1.742886,4.0186,4.1048,1.6023,1.0889,1.0671,1.1071
123,1.743082,4.0193,4.1066,1.6034,1.0898,1.0676,1.1084
124,1.743277,4.02,4.1084,1.6045,1.0906,1.0681,1.1099
125,1.74347,4.0208,4.1104,1.6057,1.0916,1.0687,1.1114
126,1.743663,4.0217,4.1127,1.6071,1.0929,1.0696,1.1134
127,1.743853,4.0226,4.1152,1.6084,1.0943,1.0705,1.1154
128,1.744042,4.0237,4.1179,1.6099,1.0959,1.0716,1.1178
129,1.744229,4.0248,4.1208,1.6115,1.0978,1.0729,1.1205
130,1.744412,4.0261,4.124,1.6132,1.0999,1.0744,1.1234
131,1.744592,4.0274,4.1275,1.615,1.1022,1.076,1.1266
132,1.744767,4.0288,4.1314,1.617,1.1047,1.0777,1.1301
133,1.744935,4.0304,4.1355,1.6192,1.1074,1.0797,1.134
134,1.745098,4.0321,4.1399,1.6216,1.1103,1.0818,1.138
135,1.745249,4.0339,4.1445,1.6243,1.1132,1.0836,1.1422
136,1.74539,4.0359,4.1495,1.6272,1.116,1.0856,1.1464
137,1.745519,4.0378,4.1545,1.6303,1.119,1.0876,1.1506
138,1.745637,4.0399,4.1595,1.6337,1.1216,1.0893,1.1547
139,1.745741,4.042,4.1643,1.6373,1.1239,1.0905,1.1584
140,1.745832,4.0442,4.1688,1.641,1.1256,1.0912,1.1614
141,1.745912,4.0462,4.1732,1.6449,1.1268,1.0914,1.164
142,1.745982,4.0481,4.1772,1.6489,1.1275,1.0911,1.1659
143,1.746046,4.0502,4.1808,1.6531,1.1278,1.0904,1.1675
144,1.746103,4.0521,4.1845,1.6573,1.1277,1.0894,1.1686
145,1.746164,4.054,4.1878,1.6619,1.1271,1.0879,1.1692
146,1.746249,4.0555,4.1903,1.6653,1.1265,1.0866,1.1695
147,1.746333,4.0549,4.1904,1.6628,1.1295,1.0899,1.1721
148,1.746367,4.053,4.188,1.6576,1.1327,1.094,1.174
149,1.746394,4.0508,4.1843,1.6525,1.1337,1.0961,1.1734
150,1.746429,4.0482,4.1775,1.6489,1.1286,1.0923,1.1667
151,1.746474,4.045,4.1661,1.6476,1.1147,1.08,1.1508
152,1.74651,4.0428,4.1554,1.6492,1.0986,1.065,1.1332
153,1.746547,4.0406,4.1444,1.6517,1.0812,1.0486,1.1144
154,1.746583,4.0387,4.1324,1.6562,1.0602,1.0285,1.0921
155,1.746616,4.0374,4.1219,1.6612,1.0405,1.0095,1.0715
156,1.746651,4.0361,4.1119,1.6662,1.0212,0.9908,1.0516
157,1.746691,4.0349,4.1019,1.6713,1.0018,0.9719,1.0315
158,1.74674,4.0336,4.0919,1.6759,0.9827,0.9535,1.0117
159,1.746801,4.0319,4.081,1.6803,0.9632,0.9346,0.9912
160,1.746877,4.0301,4.0697,1.6844,0.9433,0.9156,0.9702
161,1.746969,4.0282,4.058,1.6883,0.9236,0.8968,0.9491
162,1.747126,4.0251,4.0414,1.693,0.8963,0.871,0.9199
163,1.747332,4.0222,4.0254,1.6972,0.8702,0.8463,0.8919
164,1.747585,4.0193,4.0098,1.701,0.8453,0.8227,0.865
165,1.747878,4.0164,3.995,1.7045,0.8219,0.8006,0.8399
166,1.7482,4.0137,3.981,1.7075,0.8,0.7799,0.8166
167,1.748537,4.011,3.9678,1.7103,0.7795,0.7605,0.7945
168,1.748885,4.0084,3.955,1.7131,0.7597,0.7418,0.7732
169,1.749237,4.0059,3.9423,1.7156,0.7404,0.7238,0.7522
170,1.74959,4.0034,3.9296,1.7181,0.7215,0.7059,0.7314
171,1.749942,4.0007,3.9167,1.7206,0.7024,0.6882,0.7105
172,1.750291,3.998,3.9035,1.723,0.6833,0.6703,0.6894
173,1.750636,3.9952,3.8899,1.7253,0.6639,0.6524,0.6679
174,1.750975,3.9922,3.8759,1.7275,0.6444,0.6343,0.6459
175,1.751307,3.9891,3.8613,1.7298,0.6245,0.6161,0.6233
176,1.751633,3.9859,3.8462,1.7319,0.6044,0.5977,0.6004
177,1.75195,3.9824,3.8305,1.734,0.5841,0.5794,0.5768
178,1.752258,3.9788,3.8141,1.7359,0.5637,0.5612,0.5529
179,1.752557,3.975,3.7973,1.7379,0.5434,0.5431,0.5286
180,1.752844,3.9711,3.7798,1.7397,0.5231,0.5253,0.504
181,1.753122,3.967,3.7618,1.7413,0.5034,0.5085,0.479
182,1.75338,3.9628,3.7437,1.7428,0.4852,0.4938,0.4542
183,1.753636,3.9584,3.7245,1.7442,0.467,0.48,0.4282
184,1.75389,3.9536,3.704,1.7455,0.4488,0.4662,0.402
185,1.75414,3.9483,3.6822,1.7468,0.4306,0.4525,0.3757
186,1.754387,3.9428,3.6587,1.7479,0.4127,0.4395,0.3488
187,1.75463,3.9368,3.6338,1.7488,0.395,0.4275,0.321
188,1.754868,3.9304,3.6074,1.7497,0.3779,0.4166,0.2928
189,1.755103,3.9235,3.5796,1.7502,0.3618,0.4072,0.2646
190,1.755333,3.9163,3.5503,1.7506,0.3467,0.3996,0.2364
191,1.755556,3.9087,3.5197,1.7509,0.333,0.3938,0.2087
192,1.755774,3.9007,3.4879,1.7507,0.3218,0.3921,0.1811
193,1.755986,3.8923,3.455,1.7504,0.3143,0.397,0.1523
194,1.756193,3.8838,3.4215,1.7496,0.3093,0.4055,0.1244
195,1.756393,3.8751,3.3881,1.7484,0.3067,0.4155,0.1011
196,1.756591,3.8665,3.3556,1.7466,0.307,0.428,0.0817
197,1.756783,3.8582,3.3247,1.7442,0.3101,0.4429,0.0658
198,1.756968,3.85,3.2952,1.7411,0.3161,0.4605,0.0534
199,1.757143,3.842,3.267,1.7374,0.3245,0.4805,0.0436
200,1.757306,3.8342,3.2401,1.7327,0.3358,0.5031,0.0372
201,1.757458,3.8263,3.2145,1.7272,0.35,0.5288,0.0338
202,1.757604,3.8185,3.1895,1.7208,0.3664,0.5569,0.033
203,1.757744,3.8106,3.1651,1.714,0.3844,0.5866,0.0339
204,1.757881,3.8029,3.141,1.7068,0.4036,0.6179,0.0364
205,1.758019,3.7953,3.1183,1.6992,0.4242,0.6505,0.0409
206,1.758164,3.788,3.097,1.6914,0.4456,0.6837,0.047
207,1.75832,3.7813,3.0786,1.6831,0.4683,0.7174,0.0559
208,1.758494,3.7751,3.0625,1.6748,0.4916,0.7514,0.0665
209,1.758686,3.7695,3.0458,1.6689,0.5092,0.7791,0.0727
210,1.758859,3.765,3.0311,1.6653,0.5203,0.7983,0.0746
211,1.759014,3.7613,3.0197,1.662,0.5307,0.8153,0.0774
212,1.759158,3.7582,3.0109,1.6584,0.5414,0.8319,0.0816
213,1.759295,3.7555,3.0039,1.6546,0.5525,0.8482,0.0873
214,1.759429,3.753,2.998,1.6507,0.5638,0.8642,0.0937
215,1.759564,3.7507,2.9925,1.6469,0.5751,0.8798,0.1004
216,1.759703,3.7484,2.9867,1.6433,0.5857,0.895,0.1062
217,1.759724,3.748,2.9859,1.6429,0.587,0.897,0.1069
218,1.759743,3.7477,2.985,1.6424,0.5884,0.8989,0.1076
219,1.759764,3.7473,2.9841,1.6421,0.5897,0.9008,0.1082
220,1.759785,3.747,2.9832,1.6416,0.5908,0.9027,0.1087
221,1.759806,3.7467,2.9821,1.6413,0.592,0.9045,0.1092
222,1.759827,3.7463,2.9811,1.641,0.593,0.9062,0.1096
223,1.759849,3.746,2.98,1.6407,0.5941,0.908,0.1098
224,1.759872,3.7456,2.9788,1.6405,0.5949,0.9096,0.11
225,1.759896,3.7452,2.9775,1.6403,0.5957,0.911,0.1099
226,1.759919,3.7449,2.9761,1.6401,0.5963,0.9123,0.1099
227,1.760173,3.7417,2.9571,1.6464,0.5835,0.906,0.0906
228,1.760387,3.7393,2.9382,1.6562,0.561,0.8881,0.0634
229,1.760588,3.7378,2.9195,1.6686,0.5314,0.8618,0.0307
230,1.760874,3.7359,2.8939,1.6868,0.4878,0.8221,-0.0167
231,1.761105,3.7347,2.8735,1.7027,0.4492,0.7859,-0.0575
232,1.761401,3.7334,2.8483,1.7228,0.4005,0.7399,-0.1088
233,1.761664,3.7323,2.8268,1.7399,0.359,0.7008,-0.1527
234,1.761946,3.7312,2.8038,1.7586,0.3133,0.6574,-0.2006
235,1.762215,3.7302,2.7822,1.7762,0.2705,0.6168,-0.2455
236,1.762555,3.729,2.7556,1.798,0.2174,0.5665,-0.3011
237,1.762804,3.7281,2.7361,1.814,0.1783,0.5292,-0.3421
238,1.763142,3.727,2.7101,1.8356,0.1258,0.4793,-0.3969
239,1.763433,3.7261,2.6883,1.8536,0.0816,0.4372,-0.4431
240,1.763743,3.7251,2.6651,1.8731,0.0342,0.392,-0.4925
241,1.764035,3.7242,2.6435,1.8913,-0.0099,0.3498,-0.5385
242,1.764372,3.7232,2.6189,1.9118,-0.06,0.302,-0.5907
243,1.76469,3.7223,2.5961,1.931,-0.1068,0.2572,-0.6395
244,1.764993,3.7214,2.5745,1.9493,-0.1513,0.2147,-0.6857
245,1.765298,3.7205,2.5526,1.9677,-0.1959,0.1719,-0.7322
246,1.765584,3.7197,2.5324,1.9848,-0.2375,0.1323,-0.7755
247,1.765906,3.7188,2.5097,2.0038,-0.2839,0.0879,-0.8238
248,1.766203,3.718,2.4889,2.0214,-0.3266,0.0472,-0.8681
249,1.766525,3.717,2.4663,2.0402,-0.3723,0.0035,-0.9158
250,1.766792,3.7162,2.4475,2.056,-0.4102,-0.0326,-0.9553
251,1.76709,3.7154,2.4265,2.0735,-0.4527,-0.0731,-0.9996
252,1.767378,3.7145,2.4061,2.0905,-0.4937,-0.1122,-1.0425
253,1.767651,3.7137,2.3869,2.1065,-0.5325,-0.149,-1.0829
254,1.767934,3.7129,2.367,2.1232,-0.5726,-0.1872,-1.1248
255,1.768214,3.7119,2.347,2.1398,-0.6127,-0.2253,-1.1666
256,1.76848,3.7111,2.328,2.1556,-0.6507,-0.2615,-1.2065
257,1.768761,3.7103,2.3078,2.1724,-0.6911,-0.2999,-1.2487
258,1.769017,3.7095,2.2893,2.1878,-0.7282,-0.3351,-1.2874
259,1.769263,3.7087,2.2714,2.2026,-0.7639,-0.3689,-1.3247
260,1.769513,3.708,2.2532,2.2178,-0.8003,-0.4034,-1.3629
261,1.769763,3.7071,2.2347,2.233,-0.8371,-0.4382,-1.4015
262,1.770001,3.7063,2.2172,2.2476,-0.8722,-0.4713,-1.4381
263,1.770254,3.7055,2.1982,2.2633,-0.9098,-0.5068,-1.4776
264,1.770494,3.7047,2.1802,2.2781,-0.9454,-0.5405,-1.5151
265,1.770725,3.704,2.1627,2.2927,-0.9804,-0.5734,-1.5517
266,1.77094,3.7032,2.1463,2.3062,-1.013,-0.6041,-1.586
267,1.771167,3.7024,2.129,2.3206,-1.0474,-0.6365,-1.6221
268,1.771383,3.7017,2.1113,2.3352,-1.0824,-0.6695,-1.659
269,1.771591,3.7009,2.0941,2.3493,-1.1163,-0.7013,-1.6946
270,1.771797,3.7002,2.0779,2.3628,-1.1485,-0.7316,-1.7285
271,1.771997,3.6995,2.062,2.3759,-1.1799,-0.761,-1.7615